<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
CNY;D;240611;000000;12.216;12.299;12.202;12.275;2496889
CNY;D;240613;000000;12.325;12.37;11.775;12.174;7411957
CNY;D;240614;000000;12.174;12.24;12.12;12.159;4583272
CNY;D;240617;000000;12.159;12.179;11.912;11.923;4808320
CNY;D;240618;000000;11.93;11.953;11.26;11.334;9062201
CNY;D;240619;000000;11.56;11.662;11.084;11.444;6842487
CNY;D;240620;000000;11.444;12.275;11.393;12.218;12728854
CNY;D;240621;000000;12.218;12.437;11.73;11.901;13939084
CNY;D;240624;000000;11.789;12.05;11.61;11.713;8001758
CNY;D;240625;000000;11.694;11.917;11.657;11.897;5669942
CNY;D;240626;000000;11.898;11.973;11.64;11.667;6176955
CNY;D;240627;000000;11.65;11.747;11.491;11.636;6798260
CNY;D;240628;000000;11.645;11.915;11.58;11.903;7779584
CNY;D;240701;000000;11.895;12.042;11.84;12.027;4276195
CNY;D;240702;000000;12.03;12.075;11.871;11.896;4314097
CNY;D;240703;000000;11.899;12.06;11.895;12.05;2699725
CNY;D;240704;000000;12.051;12.189;12.048;12.175;2524413
CNY;D;240705;000000;12.173;12.207;11.978;12.112;4423565
CNY;D;240708;000000;12.113;12.16;11.954;12.01;3491409
CNY;D;240709;000000;12.012;12.083;11.963;12.015;3437497
CNY;D;240710;000000;12.019;12.142;11.99;12.118;4199529
CNY;D;240711;000000;12.116;12.203;12.072;12.087;2745084
CNY;D;240712;000000;12.087;12.141;12.065;12.09;1943984
CNY;D;240715;000000;12.109;12.216;12.054;12.198;3737050
CNY;D;240716;000000;12.198;12.21;12.113;12.141;2050339
CNY;D;240717;000000;12.149;12.178;12.058;12.06;2682226
CNY;D;240718;000000;12.069;12.128;12.064;12.111;2259615
CNY;D;240719;000000;12.107;12.141;12.025;12.042;3149154
CNY;D;240722;000000;12.041;12.088;12.018;12.068;2632142
CNY;D;240723;000000;12.07;12.079;11.92;11.955;3914199
CNY;D;240724;000000;11.954;11.954;11.862;11.863;2017262
CNY;D;240725;000000;11.859;11.899;11.8;11.853;4050461
CNY;D;240726;000000;11.833;12.026;11.787;11.974;6457284
CNY;D;240729;000000;11.964;12.018;11.866;11.874;3863237
CNY;D;240730;000000;11.876;11.968;11.873;11.954;2679157
CNY;D;240731;000000;11.954;11.988;11.85;11.881;4456261
CNY;D;240801;000000;11.88;11.9;11.761;11.79;3680590
CNY;D;240802;000000;11.79;11.919;11.789;11.87;4305478
CNY;D;240805;000000;11.89;12.017;11.844;11.928;4428303
CNY;D;240806;000000;11.927;11.947;11.794;11.912;4092294
CNY;D;240807;000000;11.91;11.921;11.833;11.904;2893402
CNY;D;240808;000000;11.899;11.982;11.854;11.947;3295715
CNY;D;240809;000000;11.949;12;11.894;11.927;2984737
CNY;D;240812;000000;11.924;12.067;11.898;12.046;4251566
CNY;D;240813;000000;12.047;12.216;12.02;12.199;4892152
CNY;D;240814;000000;12.2;12.232;11.987;12.026;5865541
CNY;D;240815;000000;12.019;12.101;11.939;12.036;5609624
CNY;D;240816;000000;12.042;12.15;12.034;12.13;3961282
CNY;D;240819;000000;12.122;12.195;12.118;12.172;2911032
CNY;D;240820;000000;12.174;12.257;12.105;12.252;3204045
CNY;D;240821;000000;12.253;12.309;12.134;12.155;3521104
CNY;D;240822;000000;12.156;12.158;11.856;11.874;5887125
CNY;D;240823;000000;11.85;11.95;11.733;11.906;5951255
CNY;D;240826;000000;11.898;11.898;11.692;11.732;6022518
CNY;D;240827;000000;11.736;11.912;11.711;11.886;5280033
CNY;D;240828;000000;11.894;11.965;11.848;11.914;3896917
CNY;D;240829;000000;11.922;12.019;11.903;11.975;3220315
CNY;D;240830;000000;11.977;12.088;11.977;12.064;3709271
